fileNames,bBox,class
combinedAugmented/office0012_class70_0025.png,"[37, 113, 34, 34]",70
combinedAugmented/office0012_class13_0645.png,"[19, 81, 34, 34]",13
combinedAugmented/office0012_class43_0634.png,"[95, 130, 34, 34]",43
combinedAugmented/office0012_class78_0525.png,"[137, 52, 34, 34]",78
combinedAugmented/office0012_class01_0345.png,"[32, 31, 34, 34]",01
combinedAugmented/office0012_class42_0626.png,"[29, 105, 34, 34]",42
combinedAugmented/office0013_class20_0445.png,"[182, 17, 34, 34]",20
combinedAugmented/office0013_class07_0482.png,"[59, 23, 34, 34]",07
combinedAugmented/office0013_class00_0826.png,"[57, 26, 34, 34]",00
combinedAugmented/office0013_class52_0213.png,"[49, 33, 34, 34]",52
combinedAugmented/office0013_class16_0102.png,"[25, 135, 34, 34]",16
combinedAugmented/office0013_class57_0628.png,"[121, 142, 34, 34]",57
combinedAugmented/office0013_class49_0471.png,"[32, 164, 34, 34]",49
combinedAugmented/office0013_class80_0606.png,"[68, 91, 34, 34]",80
combinedAugmented/office0013_class71_0659.png,"[154, 21, 34, 34]",71
combinedAugmented/office0013_class39_0267.png,"[141, 116, 34, 34]",39
combinedAugmented/office0013_class92_0515.png,"[18, 177, 34, 34]",92
combinedAugmented/office0013_class19_0783.png,"[121, 74, 34, 34]",19
combinedAugmented/office0013_class75_0029.png,"[28, 161, 34, 34]",75
combinedAugmented/office0013_class26_0575.png,"[37, 77, 34, 34]",26
combinedAugmented/office0013_class46_0711.png,"[178, 112, 34, 34]",46
combinedAugmented/office0013_class06_0053.png,"[44, 123, 34, 34]",06
combinedAugmented/office0013_class72_0014.png,"[56, 32, 34, 34]",72
combinedAugmented/office0013_class35_0185.png,"[23, 161, 34, 34]",35
combinedAugmented/office0013_class65_0815.png,"[103, 99, 34, 34]",65
combinedAugmented/office0013_class37_0039.png,"[97, 184, 34, 34]",37
combinedAugmented/office0013_class03_0093.png,"[72, 169, 34, 34]",03
combinedAugmented/office0013_class55_0358.png,"[132, 90, 34, 34]",55
combinedAugmented/office0013_class86_0717.png,"[122, 87, 34, 34]",86
combinedAugmented/office0013_class69_0557.png,"[187, 88, 34, 34]",69
combinedAugmented/office0013_class77_0040.png,"[113, 25, 34, 34]",77
combinedAugmented/office0013_class25_0507.png,"[64, 163, 34, 34]",25
combinedAugmented/office0013_class38_0904.png,"[8, 118, 34, 34]",38
combinedAugmented/office0013_class89_0765.png,"[58, 10, 34, 34]",89
combinedAugmented/office0013_class33_0003.png,"[180, 124, 34, 34]",33
combinedAugmented/office0013_class15_0987.png,"[184, 39, 34, 34]",15
combinedAugmented/office0013_class41_0818.png,"[182, 131, 34, 34]",41
combinedAugmented/office0013_class23_0144.png,"[96, 104, 34, 34]",23
combinedAugmented/office0013_class29_0290.png,"[10, 176, 34, 34]",29
combinedAugmented/office0013_class63_0460.png,"[189, 76, 34, 34]",63
combinedAugmented/office0013_class94_0822.png,"[145, 20, 34, 34]",94
combinedAugmented/office0013_class98_0083.png,"[30, 76, 34, 34]",98
combinedAugmented/office0013_class48_0813.png,"[126, 104, 34, 34]",48
combinedAugmented/office0013_class22_0687.png,"[109, 185, 34, 34]",22
combinedAugmented/office0013_class40_0797.png,"[144, 26, 34, 34]",40
combinedAugmented/office0013_class11_0589.png,"[135, 151, 34, 34]",11
combinedAugmented/office0013_class97_0496.png,"[93, 20, 34, 34]",97
combinedAugmented/office0013_class51_0256.png,"[48, 75, 34, 34]",51
combinedAugmented/office0013_class82_0946.png,"[95, 52, 34, 34]",82
combinedAugmented/office0013_class62_0095.png,"[120, 151, 34, 34]",62
combinedAugmented/office0013_class04_0008.png,"[65, 83, 34, 34]",04
combinedAugmented/office0013_class47_0157.png,"[66, 39, 34, 34]",47
combinedAugmented/office0013_class24_0223.png,"[151, 104, 34, 34]",24
combinedAugmented/office0013_class66_0881.png,"[122, 98, 34, 34]",66
combinedAugmented/office0013_class59_0158.png,"[144, 117, 34, 34]",59
combinedAugmented/office0013_class64_0767.png,"[40, 185, 34, 34]",64
combinedAugmented/office0013_class87_0309.png,"[184, 67, 34, 34]",87
combinedAugmented/office0013_class90_0635.png,"[38, 130, 34, 34]",90
combinedAugmented/office0013_class99_0582.png,"[50, 12, 34, 34]",99
combinedAugmented/office0013_class45_0837.png,"[30, 173, 34, 34]",45
combinedAugmented/office0013_class31_0436.png,"[65, 33, 34, 34]",31
combinedAugmented/office0013_class14_0837.png,"[117, 131, 34, 34]",14
combinedAugmented/office0013_class08_0990.png,"[143, 26, 34, 34]",08
combinedAugmented/office0013_class56_0810.png,"[84, 148, 34, 34]",56
combinedAugmented/office0013_class95_0394.png,"[133, 116, 34, 34]",95
combinedAugmented/office0013_class30_0739.png,"[60, 115, 34, 34]",30
combinedAugmented/office0013_class09_0436.png,"[26, 104, 34, 34]",09
combinedAugmented/office0013_class02_0500.png,"[59, 162, 34, 34]",02
combinedAugmented/office0013_class83_0215.png,"[53, 150, 34, 34]",83
combinedAugmented/office0013_class32_0764.png,"[15, 108, 34, 34]",32
combinedAugmented/office0013_class60_0991.png,"[49, 119, 34, 34]",60
combinedAugmented/office0013_class36_0167.png,"[116, 186, 34, 34]",36
combinedAugmented/office0013_class61_0709.png,"[7, 139, 34, 34]",61
combinedAugmented/office0013_class84_0326.png,"[114, 173, 34, 34]",84
combinedAugmented/office0013_class76_0784.png,"[46, 161, 34, 34]",76
combinedAugmented/office0013_class91_0076.png,"[163, 143, 34, 34]",91
combinedAugmented/office0013_class10_0907.png,"[93, 120, 34, 34]",10
combinedAugmented/office0013_class17_0920.png,"[175, 26, 34, 34]",17
combinedAugmented/office0013_class81_0533.png,"[189, 125, 34, 34]",81
combinedAugmented/office0013_class85_0187.png,"[51, 142, 34, 34]",85
combinedAugmented/office0013_class79_0165.png,"[137, 98, 34, 34]",79
combinedAugmented/office0013_class67_0673.png,"[38, 161, 34, 34]",67
combinedAugmented/office0013_class12_0892.png,"[182, 28, 34, 34]",12
combinedAugmented/office0013_class73_0851.png,"[101, 32, 34, 34]",73
combinedAugmented/office0013_class44_0210.png,"[187, 133, 34, 34]",44
combinedAugmented/office0013_class88_0909.png,"[170, 165, 34, 34]",88
combinedAugmented/office0013_class53_0220.png,"[83, 22, 34, 34]",53
combinedAugmented/office0013_class96_0430.png,"[36, 175, 34, 34]",96
combinedAugmented/office0013_class05_0465.png,"[168, 84, 34, 34]",05
combinedAugmented/office0013_class54_0434.png,"[101, 94, 34, 34]",54
combinedAugmented/office0013_class27_0873.png,"[17, 72, 34, 34]",27
combinedAugmented/office0013_class68_0229.png,"[49, 13, 34, 34]",68
combinedAugmented/office0013_class21_0970.png,"[44, 93, 34, 34]",21
combinedAugmented/office0013_class28_0754.png,"[72, 13, 34, 34]",28
combinedAugmented/office0013_class93_0092.png,"[72, 50, 34, 34]",93
combinedAugmented/office0013_class34_0148.png,"[170, 185, 34, 34]",34
combinedAugmented/office0013_class58_0323.png,"[52, 53, 34, 34]",58
combinedAugmented/office0013_class74_0298.png,"[50, 67, 34, 34]",74
combinedAugmented/office0013_class50_0644.png,"[158, 67, 34, 34]",50
combinedAugmented/office0013_class18_0111.png,"[10, 57, 34, 34]",18
combinedAugmented/office0013_class70_0326.png,"[39, 132, 34, 34]",70
combinedAugmented/office0013_class13_0976.png,"[27, 113, 34, 34]",13
combinedAugmented/office0013_class43_0731.png,"[141, 27, 34, 34]",43
combinedAugmented/office0013_class78_0868.png,"[3, 160, 34, 34]",78
combinedAugmented/office0013_class01_0922.png,"[99, 29, 34, 34]",01
combinedAugmented/office0013_class42_0917.png,"[140, 158, 34, 34]",42
combinedAugmented/office0014_class20_0367.png,"[97, 169, 34, 34]",20
combinedAugmented/office0014_class07_0512.png,"[147, 155, 34, 34]",07
combinedAugmented/office0014_class00_0581.png,"[16, 48, 34, 34]",00
combinedAugmented/office0014_class52_0398.png,"[176, 124, 34, 34]",52
combinedAugmented/office0014_class16_0086.png,"[173, 167, 34, 34]",16
combinedAugmented/office0014_class57_0298.png,"[127, 124, 34, 34]",57
combinedAugmented/office0014_class49_0689.png,"[85, 22, 34, 34]",49
combinedAugmented/office0014_class80_0338.png,"[155, 9, 34, 34]",80
combinedAugmented/office0014_class71_0309.png,"[43, 55, 34, 34]",71
combinedAugmented/office0014_class39_0762.png,"[70, 117, 34, 34]",39
combinedAugmented/office0014_class92_0345.png,"[35, 166, 34, 34]",92
combinedAugmented/office0014_class19_0865.png,"[30, 180, 34, 34]",19
combinedAugmented/office0014_class75_0954.png,"[122, 178, 34, 34]",75
combinedAugmented/office0014_class26_0725.png,"[158, 183, 34, 34]",26
combinedAugmented/office0014_class46_0345.png,"[145, 80, 34, 34]",46
combinedAugmented/office0014_class06_0715.png,"[52, 78, 34, 34]",06
combinedAugmented/office0014_class72_0204.png,"[77, 99, 34, 34]",72
combinedAugmented/office0014_class35_0336.png,"[16, 131, 34, 34]",35
combinedAugmented/office0014_class65_0369.png,"[129, 150, 34, 34]",65
combinedAugmented/office0014_class37_0449.png,"[6, 27, 34, 34]",37
combinedAugmented/office0014_class03_0330.png,"[7, 149, 34, 34]",03
combinedAugmented/office0014_class55_0783.png,"[90, 121, 34, 34]",55
combinedAugmented/office0014_class86_0200.png,"[30, 18, 34, 34]",86
combinedAugmented/office0014_class69_0231.png,"[6, 67, 34, 34]",69
combinedAugmented/office0014_class77_0107.png,"[69, 24, 34, 34]",77
combinedAugmented/office0014_class25_0975.png,"[2, 167, 34, 34]",25
combinedAugmented/office0014_class38_0418.png,"[31, 83, 34, 34]",38
combinedAugmented/office0014_class89_0725.png,"[98, 172, 34, 34]",89
combinedAugmented/office0014_class33_0469.png,"[61, 102, 34, 34]",33
combinedAugmented/office0014_class15_0320.png,"[81, 129, 34, 34]",15
combinedAugmented/office0014_class41_0577.png,"[37, 189, 34, 34]",41
combinedAugmented/office0014_class23_0375.png,"[27, 80, 34, 34]",23
combinedAugmented/office0014_class29_0340.png,"[169, 131, 34, 34]",29
combinedAugmented/office0014_class63_0444.png,"[108, 111, 34, 34]",63
combinedAugmented/office0014_class94_0845.png,"[57, 130, 34, 34]",94
combinedAugmented/office0014_class98_0850.png,"[170, 63, 34, 34]",98
combinedAugmented/office0014_class48_0151.png,"[7, 128, 34, 34]",48
combinedAugmented/office0014_class22_0061.png,"[71, 46, 34, 34]",22
combinedAugmented/office0014_class40_0562.png,"[156, 40, 34, 34]",40
combinedAugmented/office0014_class11_0193.png,"[181, 65, 34, 34]",11
combinedAugmented/office0014_class97_0369.png,"[77, 4, 34, 34]",97
combinedAugmented/office0014_class51_0770.png,"[74, 16, 34, 34]",51
combinedAugmented/office0014_class82_0403.png,"[108, 39, 34, 34]",82
combinedAugmented/office0014_class62_0425.png,"[104, 27, 34, 34]",62
combinedAugmented/office0014_class04_0870.png,"[38, 153, 34, 34]",04
combinedAugmented/office0014_class47_0323.png,"[11, 123, 34, 34]",47
combinedAugmented/office0014_class24_0795.png,"[65, 171, 34, 34]",24
combinedAugmented/office0014_class66_0033.png,"[9, 124, 34, 34]",66
combinedAugmented/office0014_class59_0132.png,"[71, 121, 34, 34]",59
combinedAugmented/office0014_class64_0742.png,"[154, 150, 34, 34]",64
combinedAugmented/office0014_class87_0185.png,"[104, 154, 34, 34]",87
combinedAugmented/office0014_class90_0109.png,"[148, 147, 34, 34]",90
combinedAugmented/office0014_class99_0940.png,"[88, 187, 34, 34]",99
combinedAugmented/office0014_class45_0517.png,"[180, 100, 34, 34]",45
combinedAugmented/office0014_class31_0036.png,"[117, 91, 34, 34]",31
combinedAugmented/office0014_class14_0651.png,"[126, 7, 34, 34]",14
combinedAugmented/office0014_class08_0902.png,"[99, 44, 34, 34]",08
combinedAugmented/office0014_class56_0578.png,"[125, 89, 34, 34]",56
combinedAugmented/office0014_class95_0759.png,"[106, 3, 34, 34]",95
combinedAugmented/office0014_class30_0214.png,"[107, 161, 34, 34]",30
combinedAugmented/office0014_class09_0348.png,"[84, 112, 34, 34]",09
combinedAugmented/office0014_class02_0563.png,"[189, 46, 34, 34]",02
combinedAugmented/office0014_class83_0869.png,"[69, 31, 34, 34]",83
combinedAugmented/office0014_class32_0171.png,"[113, 120, 34, 34]",32
combinedAugmented/office0014_class60_0181.png,"[142, 114, 34, 34]",60
combinedAugmented/office0014_class36_0429.png,"[80, 13, 34, 34]",36
combinedAugmented/office0014_class61_0059.png,"[87, 154, 34, 34]",61
combinedAugmented/office0014_class84_0492.png,"[156, 48, 34, 34]",84
combinedAugmented/office0014_class76_0732.png,"[171, 114, 34, 34]",76
combinedAugmented/office0014_class91_0698.png,"[87, 4, 34, 34]",91
combinedAugmented/office0014_class10_0294.png,"[141, 173, 34, 34]",10
combinedAugmented/office0014_class17_0455.png,"[112, 37, 34, 34]",17
combinedAugmented/office0014_class81_0986.png,"[155, 143, 34, 34]",81
combinedAugmented/office0014_class85_0793.png,"[183, 111, 34, 34]",85
combinedAugmented/office0014_class79_0864.png,"[84, 24, 34, 34]",79
combinedAugmented/office0014_class67_0846.png,"[40, 57, 34, 34]",67
combinedAugmented/office0014_class12_0700.png,"[1, 102, 34, 34]",12
combinedAugmented/office0014_class73_0904.png,"[123, 35, 34, 34]",73
combinedAugmented/office0014_class44_0208.png,"[15, 114, 34, 34]",44
combinedAugmented/office0014_class88_0452.png,"[65, 167, 34, 34]",88
combinedAugmented/office0014_class53_0934.png,"[166, 154, 34, 34]",53
combinedAugmented/office0014_class96_0414.png,"[67, 100, 34, 34]",96
combinedAugmented/office0014_class05_0276.png,"[124, 0, 34, 34]",05
combinedAugmented/office0014_class54_0887.png,"[68, 91, 34, 34]",54
combinedAugmented/office0014_class27_0787.png,"[169, 137, 34, 34]",27
combinedAugmented/office0014_class68_0962.png,"[88, 172, 34, 34]",68
combinedAugmented/office0014_class21_0095.png,"[179, 120, 34, 34]",21
combinedAugmented/office0014_class28_0479.png,"[131, 82, 34, 34]",28
combinedAugmented/office0014_class93_0382.png,"[66, 152, 34, 34]",93
combinedAugmented/office0014_class34_0472.png,"[150, 17, 34, 34]",34
combinedAugmented/office0014_class58_0108.png,"[67, 38, 34, 34]",58
combinedAugmented/office0014_class74_0040.png,"[83, 20, 34, 34]",74
combinedAugmented/office0014_class50_0263.png,"[90, 141, 34, 34]",50
combinedAugmented/office0014_class18_0109.png,"[97, 75, 34, 34]",18
combinedAugmented/office0014_class70_0314.png,"[57, 115, 34, 34]",70
combinedAugmented/office0014_class13_0157.png,"[110, 156, 34, 34]",13
combinedAugmented/office0014_class43_0178.png,"[68, 23, 34, 34]",43
combinedAugmented/office0014_class78_0701.png,"[41, 189, 34, 34]",78
combinedAugmented/office0014_class01_0595.png,"[44, 168, 34, 34]",01
combinedAugmented/office0014_class42_0646.png,"[180, 71, 34, 34]",42
combinedAugmented/office0015_class20_0739.png,"[95, 59, 34, 34]",20
combinedAugmented/office0015_class07_0646.png,"[59, 63, 34, 34]",07
combinedAugmented/office0015_class00_0523.png,"[129, 105, 34, 34]",00
combinedAugmented/office0015_class52_0125.png,"[120, 181, 34, 34]",52
combinedAugmented/office0015_class16_0124.png,"[110, 35, 34, 34]",16
combinedAugmented/office0015_class57_0722.png,"[187, 28, 34, 34]",57
combinedAugmented/office0015_class49_0214.png,"[81, 67, 34, 34]",49
combinedAugmented/office0015_class80_0658.png,"[106, 3, 34, 34]",80
combinedAugmented/office0015_class71_0174.png,"[145, 85, 34, 34]",71
combinedAugmented/office0015_class39_0623.png,"[153, 84, 34, 34]",39
combinedAugmented/office0015_class92_0255.png,"[5, 123, 34, 34]",92
combinedAugmented/office0015_class19_0947.png,"[7, 104, 34, 34]",19
combinedAugmented/office0015_class75_0017.png,"[126, 55, 34, 34]",75
combinedAugmented/office0015_class26_0161.png,"[24, 41, 34, 34]",26
combinedAugmented/office0015_class46_0206.png,"[153, 40, 34, 34]",46
combinedAugmented/office0015_class06_0011.png,"[140, 166, 34, 34]",06
combinedAugmented/office0015_class72_0868.png,"[9, 38, 34, 34]",72
combinedAugmented/office0015_class35_0018.png,"[163, 98, 34, 34]",35
combinedAugmented/office0015_class65_0095.png,"[97, 114, 34, 34]",65
combinedAugmented/office0015_class37_0764.png,"[91, 73, 34, 34]",37
combinedAugmented/office0015_class03_0351.png,"[171, 21, 34, 34]",03
combinedAugmented/office0015_class55_0028.png,"[41, 131, 34, 34]",55
combinedAugmented/office0015_class86_0223.png,"[144, 92, 34, 34]",86
combinedAugmented/office0015_class69_0098.png,"[94, 109, 34, 34]",69
combinedAugmented/office0015_class77_0854.png,"[80, 80, 34, 34]",77
combinedAugmented/office0015_class25_0423.png,"[131, 111, 34, 34]",25
combinedAugmented/office0015_class38_0276.png,"[121, 121, 34, 34]",38
combinedAugmented/office0015_class89_0972.png,"[167, 102, 34, 34]",89
combinedAugmented/office0015_class33_0186.png,"[113, 134, 34, 34]",33
combinedAugmented/office0015_class15_0086.png,"[73, 48, 34, 34]",15
combinedAugmented/office0015_class41_0842.png,"[86, 111, 34, 34]",41
combinedAugmented/office0015_class23_0817.png,"[150, 39, 34, 34]",23
combinedAugmented/office0015_class29_0724.png,"[106, 145, 34, 34]",29
combinedAugmented/office0015_class63_0412.png,"[142, 185, 34, 34]",63
combinedAugmented/office0015_class94_0876.png,"[181, 119, 34, 34]",94
combinedAugmented/office0015_class98_0382.png,"[35, 74, 34, 34]",98
combinedAugmented/office0015_class48_0619.png,"[31, 161, 34, 34]",48
combinedAugmented/office0015_class22_0693.png,"[85, 177, 34, 34]",22
combinedAugmented/office0015_class40_0551.png,"[155, 113, 34, 34]",40
combinedAugmented/office0015_class11_0184.png,"[4, 50, 34, 34]",11
combinedAugmented/office0015_class97_0084.png,"[26, 132, 34, 34]",97
combinedAugmented/office0015_class51_0604.png,"[133, 78, 34, 34]",51
combinedAugmented/office0015_class82_0751.png,"[169, 68, 34, 34]",82
combinedAugmented/office0015_class62_0094.png,"[182, 52, 34, 34]",62
combinedAugmented/office0015_class04_0927.png,"[44, 13, 34, 34]",04
combinedAugmented/office0015_class47_0761.png,"[44, 86, 34, 34]",47
combinedAugmented/office0015_class24_0006.png,"[77, 69, 34, 34]",24
combinedAugmented/office0015_class66_0942.png,"[86, 102, 34, 34]",66
combinedAugmented/office0015_class59_0197.png,"[136, 54, 34, 34]",59
combinedAugmented/office0015_class64_0905.png,"[60, 97, 34, 34]",64
combinedAugmented/office0015_class87_0517.png,"[87, 148, 34, 34]",87
combinedAugmented/office0015_class90_0975.png,"[165, 139, 34, 34]",90
combinedAugmented/office0015_class99_0069.png,"[138, 107, 34, 34]",99
combinedAugmented/office0015_class45_0713.png,"[72, 59, 34, 34]",45
combinedAugmented/office0015_class31_0717.png,"[184, 174, 34, 34]",31
combinedAugmented/office0015_class14_0755.png,"[110, 134, 34, 34]",14
combinedAugmented/office0015_class08_0333.png,"[189, 155, 34, 34]",08
combinedAugmented/office0015_class56_0776.png,"[125, 145, 34, 34]",56
combinedAugmented/office0015_class95_0102.png,"[176, 60, 34, 34]",95
combinedAugmented/office0015_class30_0641.png,"[5, 120, 34, 34]",30
combinedAugmented/office0015_class09_0937.png,"[38, 23, 34, 34]",09
combinedAugmented/office0015_class02_0896.png,"[51, 164, 34, 34]",02
combinedAugmented/office0015_class83_0599.png,"[68, 78, 34, 34]",83
combinedAugmented/office0015_class32_0830.png,"[106, 45, 34, 34]",32
combinedAugmented/office0015_class60_0275.png,"[74, 93, 34, 34]",60
combinedAugmented/office0015_class36_0381.png,"[31, 29, 34, 34]",36
combinedAugmented/office0015_class61_0915.png,"[93, 137, 34, 34]",61
combinedAugmented/office0015_class84_0154.png,"[184, 181, 34, 34]",84
combinedAugmented/office0015_class76_0885.png,"[32, 15, 34, 34]",76
combinedAugmented/office0015_class91_0601.png,"[8, 109, 34, 34]",91
combinedAugmented/office0015_class10_0261.png,"[123, 3, 34, 34]",10
combinedAugmented/office0015_class17_0079.png,"[31, 47, 34, 34]",17
combinedAugmented/office0015_class81_0199.png,"[33, 1, 34, 34]",81
combinedAugmented/office0015_class85_0004.png,"[124, 173, 34, 34]",85
combinedAugmented/office0015_class79_0630.png,"[52, 32, 34, 34]",79
combinedAugmented/office0015_class67_0769.png,"[26, 36, 34, 34]",67
combinedAugmented/office0015_class12_0609.png,"[141, 26, 34, 34]",12
combinedAugmented/office0015_class73_0209.png,"[106, 114, 34, 34]",73
combinedAugmented/office0015_class44_0916.png,"[143, 158, 34, 34]",44
combinedAugmented/office0015_class88_0803.png,"[171, 164, 34, 34]",88
combinedAugmented/office0015_class53_0547.png,"[51, 122, 34, 34]",53
combinedAugmented/office0015_class96_0487.png,"[184, 88, 34, 34]",96
combinedAugmented/office0015_class05_0859.png,"[24, 122, 34, 34]",05
combinedAugmented/office0015_class54_0249.png,"[92, 47, 34, 34]",54
combinedAugmented/office0015_class27_0752.png,"[85, 129, 34, 34]",27
combinedAugmented/office0015_class68_0744.png,"[5, 122, 34, 34]",68
combinedAugmented/office0015_class21_0824.png,"[90, 134, 34, 34]",21
combinedAugmented/office0015_class28_0598.png,"[132, 76, 34, 34]",28
combinedAugmented/office0015_class93_0265.png,"[182, 23, 34, 34]",93
combinedAugmented/office0015_class34_0718.png,"[142, 84, 34, 34]",34
combinedAugmented/office0015_class58_0057.png,"[171, 69, 34, 34]",58
combinedAugmented/office0015_class74_0975.png,"[141, 15, 34, 34]",74
combinedAugmented/office0015_class50_0809.png,"[43, 131, 34, 34]",50
combinedAugmented/office0015_class18_0314.png,"[42, 114, 34, 34]",18
combinedAugmented/office0015_class70_0316.png,"[132, 161, 34, 34]",70
combinedAugmented/office0015_class13_0522.png,"[101, 59, 34, 34]",13
combinedAugmented/office0015_class43_0312.png,"[70, 122, 34, 34]",43
combinedAugmented/office0015_class78_0755.png,"[99, 150, 34, 34]",78
combinedAugmented/office0015_class01_0874.png,"[30, 186, 34, 34]",01
combinedAugmented/office0015_class42_0852.png,"[134, 43, 34, 34]",42
combinedAugmented/office0016_class20_0993.png,"[104, 169, 34, 34]",20
combinedAugmented/office0016_class07_0917.png,"[135, 36, 34, 34]",07
combinedAugmented/office0016_class00_0408.png,"[110, 124, 34, 34]",00
combinedAugmented/office0016_class52_0694.png,"[169, 127, 34, 34]",52
combinedAugmented/office0016_class16_0816.png,"[38, 176, 34, 34]",16
combinedAugmented/office0016_class57_0565.png,"[63, 164, 34, 34]",57
combinedAugmented/office0016_class49_0170.png,"[72, 120, 34, 34]",49
combinedAugmented/office0016_class80_0326.png,"[182, 3, 34, 34]",80
combinedAugmented/office0016_class71_0547.png,"[136, 5, 34, 34]",71
combinedAugmented/office0016_class39_0567.png,"[9, 9, 34, 34]",39
combinedAugmented/office0016_class92_0238.png,"[18, 66, 34, 34]",92
combinedAugmented/office0016_class19_0177.png,"[46, 89, 34, 34]",19
combinedAugmented/office0016_class75_0393.png,"[154, 54, 34, 34]",75
combinedAugmented/office0016_class26_0613.png,"[76, 57, 34, 34]",26
combinedAugmented/office0016_class46_0103.png,"[172, 8, 34, 34]",46
combinedAugmented/office0016_class06_0208.png,"[11, 187, 34, 34]",06
combinedAugmented/office0016_class72_0401.png,"[41, 65, 34, 34]",72
combinedAugmented/office0016_class35_0033.png,"[94, 153, 34, 34]",35
combinedAugmented/office0016_class65_0203.png,"[55, 125, 34, 34]",65
combinedAugmented/office0016_class37_0503.png,"[108, 38, 34, 34]",37
combinedAugmented/office0016_class03_0731.png,"[105, 7, 34, 34]",03
combinedAugmented/office0016_class55_0282.png,"[98, 107, 34, 34]",55
combinedAugmented/office0016_class86_0475.png,"[6, 23, 34, 34]",86
combinedAugmented/office0016_class69_0577.png,"[0, 97, 34, 34]",69
combinedAugmented/office0016_class77_0830.png,"[11, 157, 34, 34]",77
combinedAugmented/office0016_class25_0880.png,"[36, 21, 34, 34]",25
combinedAugmented/office0016_class38_0206.png,"[69, 21, 34, 34]",38
combinedAugmented/office0016_class89_0780.png,"[177, 102, 34, 34]",89
combinedAugmented/office0016_class33_0828.png,"[124, 109, 34, 34]",33
combinedAugmented/office0016_class15_0988.png,"[34, 43, 34, 34]",15
combinedAugmented/office0016_class41_0049.png,"[26, 74, 34, 34]",41
combinedAugmented/office0016_class23_0160.png,"[119, 72, 34, 34]",23
combinedAugmented/office0016_class29_0811.png,"[158, 155, 34, 34]",29
combinedAugmented/office0016_class63_0769.png,"[78, 131, 34, 34]",63
combinedAugmented/office0016_class94_0109.png,"[83, 117, 34, 34]",94
combinedAugmented/office0016_class98_0090.png,"[132, 72, 34, 34]",98
combinedAugmented/office0016_class48_0661.png,"[45, 11, 34, 34]",48
combinedAugmented/office0016_class22_0306.png,"[118, 118, 34, 34]",22
combinedAugmented/office0016_class40_0207.png,"[52, 56, 34, 34]",40
combinedAugmented/office0016_class11_0289.png,"[135, 125, 34, 34]",11
combinedAugmented/office0016_class97_0179.png,"[96, 60, 34, 34]",97
combinedAugmented/office0016_class51_0046.png,"[180, 158, 34, 34]",51
combinedAugmented/office0016_class82_0458.png,"[70, 132, 34, 34]",82
combinedAugmented/office0016_class62_0708.png,"[6, 106, 34, 34]",62
combinedAugmented/office0016_class04_0332.png,"[0, 100, 34, 34]",04
combinedAugmented/office0016_class47_0037.png,"[175, 143, 34, 34]",47
combinedAugmented/office0016_class24_0382.png,"[165, 109, 34, 34]",24
combinedAugmented/office0016_class66_0796.png,"[120, 164, 34, 34]",66
combinedAugmented/office0016_class59_0675.png,"[4, 140, 34, 34]",59
combinedAugmented/office0016_class64_0319.png,"[117, 27, 34, 34]",64
combinedAugmented/office0016_class87_0334.png,"[70, 117, 34, 34]",87
combinedAugmented/office0016_class90_0720.png,"[39, 110, 34, 34]",90
combinedAugmented/office0016_class99_0672.png,"[17, 40, 34, 34]",99
combinedAugmented/office0016_class45_0314.png,"[112, 39, 34, 34]",45
combinedAugmented/office0016_class31_0131.png,"[189, 23, 34, 34]",31
combinedAugmented/office0016_class14_0398.png,"[77, 25, 34, 34]",14
combinedAugmented/office0016_class08_0344.png,"[51, 88, 34, 34]",08
combinedAugmented/office0016_class56_0949.png,"[138, 110, 34, 34]",56
combinedAugmented/office0016_class95_0083.png,"[35, 71, 34, 34]",95
combinedAugmented/office0016_class30_0561.png,"[171, 170, 34, 34]",30
combinedAugmented/office0016_class09_0795.png,"[4, 21, 34, 34]",09
combinedAugmented/office0016_class02_0680.png,"[79, 112, 34, 34]",02
combinedAugmented/office0016_class83_0740.png,"[61, 109, 34, 34]",83
combinedAugmented/office0016_class32_0546.png,"[2, 45, 34, 34]",32
combinedAugmented/office0016_class60_0838.png,"[70, 53, 34, 34]",60
combinedAugmented/office0016_class36_0107.png,"[124, 18, 34, 34]",36
combinedAugmented/office0016_class61_0015.png,"[49, 92, 34, 34]",61
combinedAugmented/office0016_class84_0844.png,"[148, 108, 34, 34]",84
combinedAugmented/office0016_class76_0012.png,"[134, 20, 34, 34]",76
combinedAugmented/office0016_class91_0583.png,"[145, 2, 34, 34]",91
combinedAugmented/office0016_class10_0900.png,"[99, 149, 34, 34]",10
combinedAugmented/office0016_class17_0773.png,"[101, 141, 34, 34]",17
combinedAugmented/office0016_class81_0394.png,"[164, 151, 34, 34]",81
combinedAugmented/office0016_class85_0644.png,"[61, 37, 34, 34]",85
combinedAugmented/office0016_class79_0314.png,"[143, 132, 34, 34]",79
combinedAugmented/office0016_class67_0416.png,"[77, 101, 34, 34]",67
combinedAugmented/office0016_class12_0411.png,"[16, 169, 34, 34]",12
combinedAugmented/office0016_class73_0079.png,"[20, 83, 34, 34]",73
combinedAugmented/office0016_class44_0526.png,"[89, 147, 34, 34]",44
combinedAugmented/office0016_class88_0048.png,"[70, 67, 34, 34]",88
combinedAugmented/office0016_class53_0137.png,"[120, 134, 34, 34]",53
combinedAugmented/office0016_class96_0204.png,"[160, 122, 34, 34]",96
